Date,State,Cases
7-Apr/2020,Kuala Lumpur,671
8-Apr/2020,Kuala Lumpur,685
9-Apr/2020,Kuala Lumpur,699
10-Apr/2020,Kuala Lumpur,713
11-Apr/2020,Kuala Lumpur,759
12-Apr/2020,Kuala Lumpur,803
13-Apr/2020,Kuala Lumpur,830
14-Apr/2020,Kuala Lumpur,899
15-Apr/2020,Kuala Lumpur,926
16-Apr/2020,Kuala Lumpur,952
17-Apr/2020,Kuala Lumpur,971
18-Apr/2020,Kuala Lumpur,985
19-Apr/2020,Kuala Lumpur,1004
20-Apr/2020,Kuala Lumpur,1008
21-Apr/2020,Kuala Lumpur,1021
22-Apr/2020,Kuala Lumpur,1037
23-Apr/2020,Kuala Lumpur,1066
24-Apr/2020,Kuala Lumpur,1115
25-Apr/2020,Kuala Lumpur,1154
26-Apr/2020,Kuala Lumpur,1170
27-Apr/2020,Kuala Lumpur,1200
28-Apr/2020,Kuala Lumpur,1214
29-Apr/2020,Kuala Lumpur,1222
30-Apr/2020,Kuala Lumpur,1232
1-May/2020,Kuala Lumpur,1264
2-May/2020,Kuala Lumpur,1278
3-May/2020,Kuala Lumpur,1308
4-May/2020,Kuala Lumpur,1333
5-May/2020,Kuala Lumpur,1356
6-May/2020,Kuala Lumpur,1378
7-May/2020,Kuala Lumpur,1398
8-May/2020,Kuala Lumpur,1404
9-May/2020,Kuala Lumpur,1414
10-May/2020,Kuala Lumpur,1423
11-May/2020,Kuala Lumpur,1458
12-May/2020,Kuala Lumpur,1470
13-May/2020,Kuala Lumpur,1475
14-May/2020,Kuala Lumpur,1493
15-May/2020,Kuala Lumpur,1508
16-May/2020,Kuala Lumpur,1515
17-May/2020,Kuala Lumpur,1528
18-May/2020,Kuala Lumpur,1566
19-May/2020,Kuala Lumpur,1588
20-May/2020,Kuala Lumpur,1598
21-May/2020,Kuala Lumpur,1637
22-May/2020,Kuala Lumpur,1676
23-May/2020,Kuala Lumpur,1681
24-May/2020,Kuala Lumpur,1692
25-May/2020,Kuala Lumpur,1807
26-May/2020,Kuala Lumpur,1984
27-May/2020,Kuala Lumpur,1990
28-May/2020,Kuala Lumpur,1997
29-May/2020,Kuala Lumpur,2007
30-May/2020,Kuala Lumpur,2020
31-May/2020,Kuala Lumpur,2028
1-Jun/2020,Kuala Lumpur,2039
2-Jun/2020,Kuala Lumpur,2044
3-Jun/2020,Kuala Lumpur,2099
4-Jun/2020,Kuala Lumpur,2370
5-Jun/2020,Kuala Lumpur,2374
6-Jun/2020,Kuala Lumpur,2389
7-Jun/2020,Kuala Lumpur,2393
8-Jun/2020,Kuala Lumpur,2394
9-Jun/2020,Kuala Lumpur,2398
10-Jun/2020,Kuala Lumpur,2398
11-Jun/2020,Kuala Lumpur,2399
12-Jun/2020,Kuala Lumpur,2409
13-Jun/2020,Kuala Lumpur,2410
14-Jun/2020,Kuala Lumpur,2414
15-Jun/2020,Kuala Lumpur,2415
16-Jun/2020,Kuala Lumpur,2417
17-Jun/2020,Kuala Lumpur,2418
18-Jun/2020,Kuala Lumpur,2422
19-Jun/2020,Kuala Lumpur,2423
20-Jun/2020,Kuala Lumpur,2430
21-Jun/2020,Kuala Lumpur,2430
22-Jun/2020,Kuala Lumpur,2430
23-Jun/2020,Kuala Lumpur,2430
24-Jun/2020,Kuala Lumpur,2430
25-Jun/2020,Kuala Lumpur,2430
26-Jun/2020,Kuala Lumpur,2431
27-Jun/2020,Kuala Lumpur,2435
28-Jun/2020,Kuala Lumpur,2436
29-Jun/2020,Kuala Lumpur,2436
30-Jun/2020,Kuala Lumpur,2436
1-Jul/2020,Kuala Lumpur,2436
2-Jul/2020,Kuala Lumpur,2437
3-Jul/2020,Kuala Lumpur,2437
4-Jul/2020,Kuala Lumpur,2438
5-Jul/2020,Kuala Lumpur,2438
6-Jul/2020,Kuala Lumpur,2439
7-Jul/2020,Kuala Lumpur,2441
8-Jul/2020,Kuala Lumpur,2442
9-Jul/2020,Kuala Lumpur,2442
10-Jul/2020,Kuala Lumpur,2445
11-Jul/2020,Kuala Lumpur,2445
12-Jul/2020,Kuala Lumpur,2445
13-Jul/2020,Kuala Lumpur,2445
14-Jul/2020,Kuala Lumpur,2446
15-Jul/2020,Kuala Lumpur,2447
16-Jul/2020,Kuala Lumpur,2448
17-Jul/2020,Kuala Lumpur,2449
18-Jul/2020,Kuala Lumpur,2449
19-Jul/2020,Kuala Lumpur,2450
20-Jul/2020,Kuala Lumpur,2450
21-Jul/2020,Kuala Lumpur,2451
22-Jul/2020,Kuala Lumpur,2453
23-Jul/2020,Kuala Lumpur,2454
24-Jul/2020,Kuala Lumpur,2457
25-Jul/2020,Kuala Lumpur,2458
26-Jul/2020,Kuala Lumpur,2460
27-Jul/2020,Kuala Lumpur,2462
28-Jul/2020,Kuala Lumpur,2466
29-Jul/2020,Kuala Lumpur,2472
30-Jul/2020,Kuala Lumpur,2473
31-Jul/2020,Kuala Lumpur,2476
1-Aug/2020,Kuala Lumpur,2476
2-Aug/2020,Kuala Lumpur,2476
3-Aug/2020,Kuala Lumpur,2476
4-Aug/2020,Kuala Lumpur,2476
5-Aug/2020,Kuala Lumpur,2491
6-Aug/2020,Kuala Lumpur,2493
7-Aug/2020,Kuala Lumpur,2496
8-Aug/2020,Kuala Lumpur,2499
9-Aug/2020,Kuala Lumpur,2506
10-Aug/2020,Kuala Lumpur,2507
11-Aug/2020,Kuala Lumpur,2513
12-Aug/2020,Kuala Lumpur,2516
13-Aug/2020,Kuala Lumpur,2519
14-Aug/2020,Kuala Lumpur,2523
15-Aug/2020,Kuala Lumpur,2529
16-Aug/2020,Kuala Lumpur,2542
17-Aug/2020,Kuala Lumpur,2544
18-Aug/2020,Kuala Lumpur,2548
19-Aug/2020,Kuala Lumpur,2551
20-Aug/2020,Kuala Lumpur,2551
21-Aug/2020,Kuala Lumpur,2554
22-Aug/2020,Kuala Lumpur,2555
23-Aug/2020,Kuala Lumpur,2558
24-Aug/2020,Kuala Lumpur,2560
25-Aug/2020,Kuala Lumpur,2560
26-Aug/2020,Kuala Lumpur,2560
27-Aug/2020,Kuala Lumpur,2560
28-Aug/2020,Kuala Lumpur,2565
29-Aug/2020,Kuala Lumpur,2573
30-Aug/2020,Kuala Lumpur,2587
31-Aug/2020,Kuala Lumpur,2587
1-Sep/2020,Kuala Lumpur,2587
2-Sep/2020,Kuala Lumpur,2591
3-Sep/2020,Kuala Lumpur,2592
4-Sep/2020,Kuala Lumpur,2599
5-Sep/2020,Kuala Lumpur,2603
6-Sep/2020,Kuala Lumpur,2606
7-Sep/2020,Kuala Lumpur,2610
8-Sep/2020,Kuala Lumpur,2615
9-Sep/2020,Kuala Lumpur,2616
10-Sep/2020,Kuala Lumpur,2616
11-Sep/2020,Kuala Lumpur,2616
12-Sep/2020,Kuala Lumpur,2618
13-Sep/2020,Kuala Lumpur,2619
14-Sep/2020,Kuala Lumpur,2620
15-Sep/2020,Kuala Lumpur,2625
16-Sep/2020,Kuala Lumpur,2625
17-Sep/2020,Kuala Lumpur,2625
18-Sep/2020,Kuala Lumpur,2625
19-Sep/2020,Kuala Lumpur,2627
20-Sep/2020,Kuala Lumpur,2633
21-Sep/2020,Kuala Lumpur,2636
22-Sep/2020,Kuala Lumpur,2645
23-Sep/2020,Kuala Lumpur,2650
24-Sep/2020,Kuala Lumpur,2650
25-Sep/2020,Kuala Lumpur,2652
26-Sep/2020,Kuala Lumpur,2658
27-Sep/2020,Kuala Lumpur,2664
28-Sep/2020,Kuala Lumpur,2665
29-Sep/2020,Kuala Lumpur,2666
30-Sep/2020,Kuala Lumpur,2672
1-Oct/2020,Kuala Lumpur,2686
2-Oct/2020,Kuala Lumpur,2687
3-Oct/2020,Kuala Lumpur,2691
4-Oct/2020,Kuala Lumpur,2694
5-Oct/2020,Kuala Lumpur,2701
6-Oct/2020,Kuala Lumpur,2707
7-Oct/2020,Kuala Lumpur,2711
8-Oct/2020,Kuala Lumpur,2723
9-Oct/2020,Kuala Lumpur,2733
10-Oct/2020,Kuala Lumpur,2739
11-Oct/2020,Kuala Lumpur,2754
12-Oct/2020,Kuala Lumpur,2782
13-Oct/2020,Kuala Lumpur,2792
14-Oct/2020,Kuala Lumpur,2804
15-Oct/2020,Kuala Lumpur,2814
16-Oct/2020,Kuala Lumpur,2824
17-Oct/2020,Kuala Lumpur,2839
18-Oct/2020,Kuala Lumpur,2846
19-Oct/2020,Kuala Lumpur,2853
20-Oct/2020,Kuala Lumpur,2860
21-Oct/2020,Kuala Lumpur,2886
22-Oct/2020,Kuala Lumpur,2909
23-Oct/2020,Kuala Lumpur,2920
24-Oct/2020,Kuala Lumpur,2939
25-Oct/2020,Kuala Lumpur,2949
26-Oct/2020,Kuala Lumpur,2966
27-Oct/2020,Kuala Lumpur,2977
28-Oct/2020,Kuala Lumpur,2991
29-Oct/2020,Kuala Lumpur,3014
30-Oct/2020,Kuala Lumpur,3033
31-Oct/2020,Kuala Lumpur,3044
1-Nov/2020,Kuala Lumpur,3048
2-Nov/2020,Kuala Lumpur,3070
3-Nov/2020,Kuala Lumpur,3092
4-Nov/2020,Kuala Lumpur,3101
5-Nov/2020,Kuala Lumpur,3118
6-Nov/2020,Kuala Lumpur,3136
7-Nov/2020,Kuala Lumpur,3164
8-Nov/2020,Kuala Lumpur,3175
9-Nov/2020,Kuala Lumpur,3197
10-Nov/2020,Kuala Lumpur,3216
11-Nov/2020,Kuala Lumpur,3237
12-Nov/2020,Kuala Lumpur,3286
13-Nov/2020,Kuala Lumpur,3488
14-Nov/2020,Kuala Lumpur,3501
15-Nov/2020,Kuala Lumpur,3976
16-Nov/2020,Kuala Lumpur,4368
17-Nov/2020,Kuala Lumpur,4613
18-Nov/2020,Kuala Lumpur,4644
19-Nov/2020,Kuala Lumpur,4716
20-Nov/2020,Kuala Lumpur,4762
21-Nov/2020,Kuala Lumpur,4830
22-Nov/2020,Kuala Lumpur,4860
23-Nov/2020,Kuala Lumpur,5056
24-Nov/2020,Kuala Lumpur,5146
25-Nov/2020,Kuala Lumpur,5190
26-Nov/2020,Kuala Lumpur,5249
27-Nov/2020,Kuala Lumpur,5403
28-Nov/2020,Kuala Lumpur,5594
29-Nov/2020,Kuala Lumpur,6087
30-Nov/2020,Kuala Lumpur,6206
25-Jan/2020,Putrajaya,0
28-Jan/2020,Putrajaya,0
30-Jan/2020,Putrajaya,0
3-Feb/2020,Putrajaya,0
5-Feb/2020,Putrajaya,0
6-Feb/2020,Putrajaya,0
7-Feb/2020,Putrajaya,0
8-Feb/2020,Putrajaya,0
9-Feb/2020,Putrajaya,0
13-Feb/2020,Putrajaya,0
14-Feb/2020,Putrajaya,0
15-Feb/2020,Putrajaya,0
27-Feb/2020,Putrajaya,0
28-Feb/2020,Putrajaya,0
1-Mar/2020,Putrajaya,0
3-Mar/2020,Putrajaya,0
13-Mar/2020,Putrajaya,1
14-Mar/2020,Putrajaya,1
16-Mar/2020,Putrajaya,0
17-Mar/2020,Putrajaya,0
18-Mar/2020,Putrajaya,0
19-Mar/2020,Putrajaya,6
20-Mar/2020,Putrajaya,6
21-Mar/2020,Putrajaya,9
22-Mar/2020,Putrajaya,9
23-Mar/2020,Putrajaya,13
24-Mar/2020,Putrajaya,15
25-Mar/2020,Putrajaya,16
26-Mar/2020,Putrajaya,18
27-Mar/2020,Putrajaya,20
28-Mar/2020,Putrajaya,20
29-Mar/2020,Putrajaya,22
30-Mar/2020,Putrajaya,24
31-Mar/2020,Putrajaya,26
1-Apr/2020,Putrajaya,26
2-Apr/2020,Putrajaya,34
3-Apr/2020,Putrajaya,35
4-Apr/2020,Putrajaya,36
5-Apr/2020,Putrajaya,37
6-Apr/2020,Putrajaya,41
7-Apr/2020,Putrajaya,43
8-Apr/2020,Putrajaya,45
9-Apr/2020,Putrajaya,47
10-Apr/2020,Putrajaya,49
11-Apr/2020,Putrajaya,51
12-Apr/2020,Putrajaya,52
13-Apr/2020,Putrajaya,54
14-Apr/2020,Putrajaya,54
15-Apr/2020,Putrajaya,54
16-Apr/2020,Putrajaya,55
17-Apr/2020,Putrajaya,55
18-Apr/2020,Putrajaya,55
19-Apr/2020,Putrajaya,64
20-Apr/2020,Putrajaya,77
21-Apr/2020,Putrajaya,77
22-Apr/2020,Putrajaya,78
23-Apr/2020,Putrajaya,78
24-Apr/2020,Putrajaya,78
25-Apr/2020,Putrajaya,78
26-Apr/2020,Putrajaya,79
27-Apr/2020,Putrajaya,79
28-Apr/2020,Putrajaya,80
29-Apr/2020,Putrajaya,80
30-Apr/2020,Putrajaya,81
1-May/2020,Putrajaya,85
2-May/2020,Putrajaya,85
3-May/2020,Putrajaya,86
4-May/2020,Putrajaya,86
5-May/2020,Putrajaya,86
6-May/2020,Putrajaya,86
7-May/2020,Putrajaya,86
8-May/2020,Putrajaya,87
9-May/2020,Putrajaya,88
10-May/2020,Putrajaya,88
11-May/2020,Putrajaya,89
12-May/2020,Putrajaya,89
13-May/2020,Putrajaya,89
14-May/2020,Putrajaya,89
15-May/2020,Putrajaya,89
16-May/2020,Putrajaya,90
17-May/2020,Putrajaya,90
18-May/2020,Putrajaya,91
19-May/2020,Putrajaya,91
20-May/2020,Putrajaya,93
21-May/2020,Putrajaya,93
22-May/2020,Putrajaya,93
23-May/2020,Putrajaya,93
24-May/2020,Putrajaya,93
25-May/2020,Putrajaya,93
26-May/2020,Putrajaya,93
27-May/2020,Putrajaya,93
28-May/2020,Putrajaya,93
29-May/2020,Putrajaya,93
30-May/2020,Putrajaya,97
31-May/2020,Putrajaya,97
1-Jun/2020,Putrajaya,97
2-Jun/2020,Putrajaya,97
3-Jun/2020,Putrajaya,97
4-Jun/2020,Putrajaya,97
5-Jun/2020,Putrajaya,97
6-Jun/2020,Putrajaya,97
7-Jun/2020,Putrajaya,97
8-Jun/2020,Putrajaya,97
9-Jun/2020,Putrajaya,97
10-Jun/2020,Putrajaya,97
11-Jun/2020,Putrajaya,97
12-Jun/2020,Putrajaya,97
13-Jun/2020,Putrajaya,97
14-Jun/2020,Putrajaya,97
15-Jun/2020,Putrajaya,97
16-Jun/2020,Putrajaya,97
17-Jun/2020,Putrajaya,97
18-Jun/2020,Putrajaya,97
19-Jun/2020,Putrajaya,97
20-Jun/2020,Putrajaya,97
21-Jun/2020,Putrajaya,97
22-Jun/2020,Putrajaya,97
23-Jun/2020,Putrajaya,97
24-Jun/2020,Putrajaya,97
25-Jun/2020,Putrajaya,97
26-Jun/2020,Putrajaya,97
27-Jun/2020,Putrajaya,97
28-Jun/2020,Putrajaya,97
29-Jun/2020,Putrajaya,97
30-Jun/2020,Putrajaya,97
1-Jul/2020,Putrajaya,97
2-Jul/2020,Putrajaya,97
3-Jul/2020,Putrajaya,97
4-Jul/2020,Putrajaya,97
5-Jul/2020,Putrajaya,97
6-Jul/2020,Putrajaya,97
7-Jul/2020,Putrajaya,97
8-Jul/2020,Putrajaya,97
9-Jul/2020,Putrajaya,97
10-Jul/2020,Putrajaya,97
11-Jul/2020,Putrajaya,97
12-Jul/2020,Putrajaya,98
13-Jul/2020,Putrajaya,98
14-Jul/2020,Putrajaya,98
15-Jul/2020,Putrajaya,98
16-Jul/2020,Putrajaya,98
17-Jul/2020,Putrajaya,98
18-Jul/2020,Putrajaya,98
19-Jul/2020,Putrajaya,98
20-Jul/2020,Putrajaya,98
21-Jul/2020,Putrajaya,98
22-Jul/2020,Putrajaya,98
23-Jul/2020,Putrajaya,98
24-Jul/2020,Putrajaya,98
25-Jul/2020,Putrajaya,98
26-Jul/2020,Putrajaya,98
27-Jul/2020,Putrajaya,98
28-Jul/2020,Putrajaya,98
29-Jul/2020,Putrajaya,98
30-Jul/2020,Putrajaya,98
31-Jul/2020,Putrajaya,98
1-Aug/2020,Putrajaya,98
2-Aug/2020,Putrajaya,98
3-Aug/2020,Putrajaya,98
4-Aug/2020,Putrajaya,98
5-Aug/2020,Putrajaya,98
6-Aug/2020,Putrajaya,98
7-Aug/2020,Putrajaya,98
8-Aug/2020,Putrajaya,98
9-Aug/2020,Putrajaya,99
10-Aug/2020,Putrajaya,99
11-Aug/2020,Putrajaya,99
12-Aug/2020,Putrajaya,99
13-Aug/2020,Putrajaya,99
14-Aug/2020,Putrajaya,99
15-Aug/2020,Putrajaya,99
16-Aug/2020,Putrajaya,99
17-Aug/2020,Putrajaya,99
18-Aug/2020,Putrajaya,99
19-Aug/2020,Putrajaya,99
20-Aug/2020,Putrajaya,99
21-Aug/2020,Putrajaya,99
22-Aug/2020,Putrajaya,99
23-Aug/2020,Putrajaya,99
24-Aug/2020,Putrajaya,99
25-Aug/2020,Putrajaya,99
26-Aug/2020,Putrajaya,99
27-Aug/2020,Putrajaya,99
28-Aug/2020,Putrajaya,99
29-Aug/2020,Putrajaya,99
30-Aug/2020,Putrajaya,99
31-Aug/2020,Putrajaya,99
1-Sep/2020,Putrajaya,99
2-Sep/2020,Putrajaya,99
3-Sep/2020,Putrajaya,99
4-Sep/2020,Putrajaya,99
5-Sep/2020,Putrajaya,99
6-Sep/2020,Putrajaya,99
7-Sep/2020,Putrajaya,99
8-Sep/2020,Putrajaya,99
9-Sep/2020,Putrajaya,99
10-Sep/2020,Putrajaya,99
11-Sep/2020,Putrajaya,99
12-Sep/2020,Putrajaya,99
13-Sep/2020,Putrajaya,99
14-Sep/2020,Putrajaya,99
15-Sep/2020,Putrajaya,99
16-Sep/2020,Putrajaya,99
17-Sep/2020,Putrajaya,99
18-Sep/2020,Putrajaya,99
19-Sep/2020,Putrajaya,99
20-Sep/2020,Putrajaya,99
21-Sep/2020,Putrajaya,99
22-Sep/2020,Putrajaya,99
23-Sep/2020,Putrajaya,99
24-Sep/2020,Putrajaya,99
25-Sep/2020,Putrajaya,99
26-Sep/2020,Putrajaya,99
27-Sep/2020,Putrajaya,99
28-Sep/2020,Putrajaya,99
29-Sep/2020,Putrajaya,100
30-Sep/2020,Putrajaya,100
1-Oct/2020,Putrajaya,105
2-Oct/2020,Putrajaya,105
3-Oct/2020,Putrajaya,107
4-Oct/2020,Putrajaya,107
5-Oct/2020,Putrajaya,109
6-Oct/2020,Putrajaya,110
7-Oct/2020,Putrajaya,112
8-Oct/2020,Putrajaya,114
9-Oct/2020,Putrajaya,116
10-Oct/2020,Putrajaya,117
11-Oct/2020,Putrajaya,117
12-Oct/2020,Putrajaya,119
13-Oct/2020,Putrajaya,119
14-Oct/2020,Putrajaya,120
15-Oct/2020,Putrajaya,121
16-Oct/2020,Putrajaya,123
17-Oct/2020,Putrajaya,125
18-Oct/2020,Putrajaya,125
19-Oct/2020,Putrajaya,128
20-Oct/2020,Putrajaya,129
21-Oct/2020,Putrajaya,135
22-Oct/2020,Putrajaya,139
23-Oct/2020,Putrajaya,139
24-Oct/2020,Putrajaya,139
25-Oct/2020,Putrajaya,140
26-Oct/2020,Putrajaya,140
27-Oct/2020,Putrajaya,141
28-Oct/2020,Putrajaya,141
29-Oct/2020,Putrajaya,142
30-Oct/2020,Putrajaya,143
31-Oct/2020,Putrajaya,147
1-Nov/2020,Putrajaya,148
2-Nov/2020,Putrajaya,154
3-Nov/2020,Putrajaya,157
4-Nov/2020,Putrajaya,161
5-Nov/2020,Putrajaya,162
6-Nov/2020,Putrajaya,171
7-Nov/2020,Putrajaya,171
8-Nov/2020,Putrajaya,173
9-Nov/2020,Putrajaya,178
10-Nov/2020,Putrajaya,181
11-Nov/2020,Putrajaya,184
12-Nov/2020,Putrajaya,185
13-Nov/2020,Putrajaya,186
14-Nov/2020,Putrajaya,190
15-Nov/2020,Putrajaya,191
16-Nov/2020,Putrajaya,192
17-Nov/2020,Putrajaya,194
18-Nov/2020,Putrajaya,195
19-Nov/2020,Putrajaya,195
20-Nov/2020,Putrajaya,196
21-Nov/2020,Putrajaya,196
22-Nov/2020,Putrajaya,197
23-Nov/2020,Putrajaya,198
24-Nov/2020,Putrajaya,198
25-Nov/2020,Putrajaya,199
26-Nov/2020,Putrajaya,204
27-Nov/2020,Putrajaya,204
28-Nov/2020,Putrajaya,204
29-Nov/2020,Putrajaya,204
30-Nov/2020,Putrajaya,205
25-Jan/2020,Labuan,0
28-Jan/2020,Labuan,0
30-Jan/2020,Labuan,0
3-Feb/2020,Labuan,0
5-Feb/2020,Labuan,0
6-Feb/2020,Labuan,0
7-Feb/2020,Labuan,0
8-Feb/2020,Labuan,0
9-Feb/2020,Labuan,0
13-Feb/2020,Labuan,0
14-Feb/2020,Labuan,0
15-Feb/2020,Labuan,0
27-Feb/2020,Labuan,0
28-Feb/2020,Labuan,0
1-Mar/2020,Labuan,0
3-Mar/2020,Labuan,0
13-Mar/2020,Labuan,2
14-Mar/2020,Labuan,2
16-Mar/2020,Labuan,4
17-Mar/2020,Labuan,4
18-Mar/2020,Labuan,5
19-Mar/2020,Labuan,5
20-Mar/2020,Labuan,5
21-Mar/2020,Labuan,5
22-Mar/2020,Labuan,5
23-Mar/2020,Labuan,5
24-Mar/2020,Labuan,5
25-Mar/2020,Labuan,5
26-Mar/2020,Labuan,5
27-Mar/2020,Labuan,5
28-Mar/2020,Labuan,10
29-Mar/2020,Labuan,10
30-Mar/2020,Labuan,10
31-Mar/2020,Labuan,10
1-Apr/2020,Labuan,10
2-Apr/2020,Labuan,10
3-Apr/2020,Labuan,10
4-Apr/2020,Labuan,11
5-Apr/2020,Labuan,11
6-Apr/2020,Labuan,12
7-Apr/2020,Labuan,13
8-Apr/2020,Labuan,13
9-Apr/2020,Labuan,13
10-Apr/2020,Labuan,13
11-Apr/2020,Labuan,15
12-Apr/2020,Labuan,15
13-Apr/2020,Labuan,15
14-Apr/2020,Labuan,15
15-Apr/2020,Labuan,15
16-Apr/2020,Labuan,15
17-Apr/2020,Labuan,16
18-Apr/2020,Labuan,16
19-Apr/2020,Labuan,16
20-Apr/2020,Labuan,16
21-Apr/2020,Labuan,16
22-Apr/2020,Labuan,16
23-Apr/2020,Labuan,16
24-Apr/2020,Labuan,16
25-Apr/2020,Labuan,16
26-Apr/2020,Labuan,16
27-Apr/2020,Labuan,16
28-Apr/2020,Labuan,16
29-Apr/2020,Labuan,16
30-Apr/2020,Labuan,16
1-May/2020,Labuan,16
2-May/2020,Labuan,16
3-May/2020,Labuan,16
4-May/2020,Labuan,16
5-May/2020,Labuan,16
6-May/2020,Labuan,16
7-May/2020,Labuan,16
8-May/2020,Labuan,16
9-May/2020,Labuan,16
10-May/2020,Labuan,16
11-May/2020,Labuan,16
12-May/2020,Labuan,16
13-May/2020,Labuan,16
14-May/2020,Labuan,16
15-May/2020,Labuan,16
16-May/2020,Labuan,16
17-May/2020,Labuan,16
18-May/2020,Labuan,16
19-May/2020,Labuan,16
20-May/2020,Labuan,16
21-May/2020,Labuan,16
22-May/2020,Labuan,16
23-May/2020,Labuan,16
24-May/2020,Labuan,16
25-May/2020,Labuan,16
26-May/2020,Labuan,16
27-May/2020,Labuan,16
28-May/2020,Labuan,16
29-May/2020,Labuan,16
30-May/2020,Labuan,16
31-May/2020,Labuan,16
1-Jun/2020,Labuan,16
2-Jun/2020,Labuan,16
3-Jun/2020,Labuan,16
4-Jun/2020,Labuan,16
5-Jun/2020,Labuan,16
6-Jun/2020,Labuan,17
7-Jun/2020,Labuan,17
8-Jun/2020,Labuan,17
9-Jun/2020,Labuan,17
10-Jun/2020,Labuan,17
11-Jun/2020,Labuan,17
12-Jun/2020,Labuan,17
13-Jun/2020,Labuan,17
14-Jun/2020,Labuan,17
15-Jun/2020,Labuan,17
16-Jun/2020,Labuan,17
17-Jun/2020,Labuan,17
18-Jun/2020,Labuan,17
19-Jun/2020,Labuan,17
20-Jun/2020,Labuan,17
21-Jun/2020,Labuan,17
22-Jun/2020,Labuan,17
23-Jun/2020,Labuan,17
24-Jun/2020,Labuan,17
25-Jun/2020,Labuan,17
26-Jun/2020,Labuan,17
27-Jun/2020,Labuan,17
28-Jun/2020,Labuan,17
29-Jun/2020,Labuan,17
30-Jun/2020,Labuan,17
1-Jul/2020,Labuan,17
2-Jul/2020,Labuan,17
3-Jul/2020,Labuan,17
4-Jul/2020,Labuan,17
5-Jul/2020,Labuan,17
6-Jul/2020,Labuan,17
7-Jul/2020,Labuan,17
8-Jul/2020,Labuan,17
9-Jul/2020,Labuan,17
10-Jul/2020,Labuan,17
11-Jul/2020,Labuan,17
12-Jul/2020,Labuan,17
13-Jul/2020,Labuan,17
14-Jul/2020,Labuan,17
15-Jul/2020,Labuan,17
16-Jul/2020,Labuan,17
17-Jul/2020,Labuan,17
18-Jul/2020,Labuan,17
19-Jul/2020,Labuan,17
20-Jul/2020,Labuan,17
21-Jul/2020,Labuan,17
22-Jul/2020,Labuan,17
23-Jul/2020,Labuan,17
24-Jul/2020,Labuan,17
25-Jul/2020,Labuan,18
26-Jul/2020,Labuan,18
27-Jul/2020,Labuan,18
28-Jul/2020,Labuan,19
29-Jul/2020,Labuan,19
30-Jul/2020,Labuan,19
31-Jul/2020,Labuan,19
1-Aug/2020,Labuan,19
2-Aug/2020,Labuan,19
3-Aug/2020,Labuan,20
4-Aug/2020,Labuan,20
5-Aug/2020,Labuan,20
6-Aug/2020,Labuan,21
7-Aug/2020,Labuan,21
8-Aug/2020,Labuan,22
9-Aug/2020,Labuan,22
10-Aug/2020,Labuan,22
11-Aug/2020,Labuan,22
12-Aug/2020,Labuan,22
13-Aug/2020,Labuan,22
14-Aug/2020,Labuan,22
15-Aug/2020,Labuan,22
16-Aug/2020,Labuan,22
17-Aug/2020,Labuan,22
18-Aug/2020,Labuan,22
19-Aug/2020,Labuan,23
20-Aug/2020,Labuan,23
21-Aug/2020,Labuan,23
22-Aug/2020,Labuan,23
23-Aug/2020,Labuan,23
24-Aug/2020,Labuan,23
25-Aug/2020,Labuan,23
26-Aug/2020,Labuan,23
27-Aug/2020,Labuan,23
28-Aug/2020,Labuan,23
29-Aug/2020,Labuan,23
30-Aug/2020,Labuan,23
31-Aug/2020,Labuan,23
1-Sep/2020,Labuan,23
2-Sep/2020,Labuan,23
3-Sep/2020,Labuan,23
4-Sep/2020,Labuan,23
5-Sep/2020,Labuan,23
6-Sep/2020,Labuan,23
7-Sep/2020,Labuan,23
8-Sep/2020,Labuan,23
9-Sep/2020,Labuan,23
10-Sep/2020,Labuan,23
11-Sep/2020,Labuan,23
12-Sep/2020,Labuan,23
13-Sep/2020,Labuan,23
14-Sep/2020,Labuan,23
15-Sep/2020,Labuan,23
16-Sep/2020,Labuan,23
17-Sep/2020,Labuan,23
18-Sep/2020,Labuan,23
19-Sep/2020,Labuan,23
20-Sep/2020,Labuan,25
21-Sep/2020,Labuan,25
22-Sep/2020,Labuan,25
23-Sep/2020,Labuan,25
24-Sep/2020,Labuan,25
25-Sep/2020,Labuan,25
26-Sep/2020,Labuan,26
27-Sep/2020,Labuan,26
28-Sep/2020,Labuan,27
29-Sep/2020,Labuan,27
30-Sep/2020,Labuan,28
1-Oct/2020,Labuan,28
2-Oct/2020,Labuan,29
3-Oct/2020,Labuan,29
4-Oct/2020,Labuan,34
5-Oct/2020,Labuan,38
6-Oct/2020,Labuan,39
7-Oct/2020,Labuan,39
8-Oct/2020,Labuan,49
9-Oct/2020,Labuan,50
10-Oct/2020,Labuan,52
11-Oct/2020,Labuan,57
12-Oct/2020,Labuan,59
13-Oct/2020,Labuan,78
14-Oct/2020,Labuan,86
15-Oct/2020,Labuan,92
16-Oct/2020,Labuan,111
17-Oct/2020,Labuan,111
18-Oct/2020,Labuan,120
19-Oct/2020,Labuan,154
20-Oct/2020,Labuan,160
21-Oct/2020,Labuan,169
22-Oct/2020,Labuan,198
23-Oct/2020,Labuan,217
24-Oct/2020,Labuan,238
25-Oct/2020,Labuan,264
26-Oct/2020,Labuan,270
27-Oct/2020,Labuan,346
28-Oct/2020,Labuan,375
29-Oct/2020,Labuan,392
