Date,State,Cases
16-Apr/2020,Sarawak,387
17-Apr/2020,Sarawak,397
18-Apr/2020,Sarawak,403
19-Apr/2020,Sarawak,408
20-Apr/2020,Sarawak,414
21-Apr/2020,Sarawak,436
22-Apr/2020,Sarawak,455
23-Apr/2020,Sarawak,459
24-Apr/2020,Sarawak,468
25-Apr/2020,Sarawak,478
26-Apr/2020,Sarawak,485
27-Apr/2020,Sarawak,488
28-Apr/2020,Sarawak,496
29-Apr/2020,Sarawak,502
30-Apr/2020,Sarawak,507
1-May/2020,Sarawak,509
2-May/2020,Sarawak,518
3-May/2020,Sarawak,523
4-May/2020,Sarawak,523
5-May/2020,Sarawak,525
6-May/2020,Sarawak,536
7-May/2020,Sarawak,537
8-May/2020,Sarawak,538
9-May/2020,Sarawak,542
10-May/2020,Sarawak,543
11-May/2020,Sarawak,543
12-May/2020,Sarawak,543
13-May/2020,Sarawak,544
14-May/2020,Sarawak,544
15-May/2020,Sarawak,544
16-May/2020,Sarawak,544
17-May/2020,Sarawak,544
18-May/2020,Sarawak,544
19-May/2020,Sarawak,544
20-May/2020,Sarawak,544
21-May/2020,Sarawak,544
22-May/2020,Sarawak,545
23-May/2020,Sarawak,545
24-May/2020,Sarawak,545
25-May/2020,Sarawak,549
26-May/2020,Sarawak,549
27-May/2020,Sarawak,552
28-May/2020,Sarawak,552
29-May/2020,Sarawak,552
30-May/2020,Sarawak,552
31-May/2020,Sarawak,552
1-Jun/2020,Sarawak,552
2-Jun/2020,Sarawak,552
3-Jun/2020,Sarawak,552
4-Jun/2020,Sarawak,552
5-Jun/2020,Sarawak,553
6-Jun/2020,Sarawak,555
7-Jun/2020,Sarawak,555
8-Jun/2020,Sarawak,555
9-Jun/2020,Sarawak,555
10-Jun/2020,Sarawak,556
11-Jun/2020,Sarawak,556
12-Jun/2020,Sarawak,556
13-Jun/2020,Sarawak,556
14-Jun/2020,Sarawak,557
15-Jun/2020,Sarawak,557
16-Jun/2020,Sarawak,560
17-Jun/2020,Sarawak,561
18-Jun/2020,Sarawak,565
19-Jun/2020,Sarawak,566
20-Jun/2020,Sarawak,566
21-Jun/2020,Sarawak,569
22-Jun/2020,Sarawak,569
23-Jun/2020,Sarawak,569
24-Jun/2020,Sarawak,570
25-Jun/2020,Sarawak,570
26-Jun/2020,Sarawak,570
27-Jun/2020,Sarawak,570
28-Jun/2020,Sarawak,571
29-Jun/2020,Sarawak,571
30-Jun/2020,Sarawak,571
1-Jul/2020,Sarawak,571
2-Jul/2020,Sarawak,571
3-Jul/2020,Sarawak,571
4-Jul/2020,Sarawak,571
5-Jul/2020,Sarawak,571
6-Jul/2020,Sarawak,572
7-Jul/2020,Sarawak,572
8-Jul/2020,Sarawak,573
9-Jul/2020,Sarawak,573
10-Jul/2020,Sarawak,575
11-Jul/2020,Sarawak,577
12-Jul/2020,Sarawak,579
13-Jul/2020,Sarawak,580
14-Jul/2020,Sarawak,580
15-Jul/2020,Sarawak,583
16-Jul/2020,Sarawak,584
17-Jul/2020,Sarawak,594
18-Jul/2020,Sarawak,601
19-Jul/2020,Sarawak,607
20-Jul/2020,Sarawak,608
21-Jul/2020,Sarawak,619
22-Jul/2020,Sarawak,628
23-Jul/2020,Sarawak,632
24-Jul/2020,Sarawak,641
25-Jul/2020,Sarawak,649
26-Jul/2020,Sarawak,650
27-Jul/2020,Sarawak,650
28-Jul/2020,Sarawak,675
29-Jul/2020,Sarawak,677
30-Jul/2020,Sarawak,677
31-Jul/2020,Sarawak,678
1-Aug/2020,Sarawak,678
2-Aug/2020,Sarawak,678
3-Aug/2020,Sarawak,678
4-Aug/2020,Sarawak,678
5-Aug/2020,Sarawak,678
6-Aug/2020,Sarawak,678
7-Aug/2020,Sarawak,679
8-Aug/2020,Sarawak,680
9-Aug/2020,Sarawak,681
10-Aug/2020,Sarawak,681
11-Aug/2020,Sarawak,681
12-Aug/2020,Sarawak,681
13-Aug/2020,Sarawak,681
14-Aug/2020,Sarawak,682
15-Aug/2020,Sarawak,682
16-Aug/2020,Sarawak,682
17-Aug/2020,Sarawak,682
18-Aug/2020,Sarawak,682
19-Aug/2020,Sarawak,682
20-Aug/2020,Sarawak,686
21-Aug/2020,Sarawak,687
22-Aug/2020,Sarawak,688
23-Aug/2020,Sarawak,691
24-Aug/2020,Sarawak,696
25-Aug/2020,Sarawak,696
26-Aug/2020,Sarawak,696
27-Aug/2020,Sarawak,696
28-Aug/2020,Sarawak,697
29-Aug/2020,Sarawak,698
30-Aug/2020,Sarawak,699
31-Aug/2020,Sarawak,699
1-Sep/2020,Sarawak,699
2-Sep/2020,Sarawak,699
3-Sep/2020,Sarawak,699
4-Sep/2020,Sarawak,699
5-Sep/2020,Sarawak,699
6-Sep/2020,Sarawak,699
7-Sep/2020,Sarawak,699
8-Sep/2020,Sarawak,699
9-Sep/2020,Sarawak,700
10-Sep/2020,Sarawak,700
11-Sep/2020,Sarawak,700
12-Sep/2020,Sarawak,700
13-Sep/2020,Sarawak,700
14-Sep/2020,Sarawak,700
15-Sep/2020,Sarawak,700
16-Sep/2020,Sarawak,700
17-Sep/2020,Sarawak,701
18-Sep/2020,Sarawak,701
19-Sep/2020,Sarawak,701
20-Sep/2020,Sarawak,701
21-Sep/2020,Sarawak,701
22-Sep/2020,Sarawak,703
23-Sep/2020,Sarawak,703
24-Sep/2020,Sarawak,703
25-Sep/2020,Sarawak,703
26-Sep/2020,Sarawak,704
27-Sep/2020,Sarawak,706
28-Sep/2020,Sarawak,706
29-Sep/2020,Sarawak,709
30-Sep/2020,Sarawak,713
1-Oct/2020,Sarawak,713
2-Oct/2020,Sarawak,713
3-Oct/2020,Sarawak,716
4-Oct/2020,Sarawak,717
5-Oct/2020,Sarawak,718
6-Oct/2020,Sarawak,721
7-Oct/2020,Sarawak,724
8-Oct/2020,Sarawak,732
9-Oct/2020,Sarawak,742
10-Oct/2020,Sarawak,751
11-Oct/2020,Sarawak,751
12-Oct/2020,Sarawak,752
13-Oct/2020,Sarawak,752
14-Oct/2020,Sarawak,755
15-Oct/2020,Sarawak,759
16-Oct/2020,Sarawak,759
17-Oct/2020,Sarawak,763
18-Oct/2020,Sarawak,768
19-Oct/2020,Sarawak,768
20-Oct/2020,Sarawak,769
21-Oct/2020,Sarawak,769
22-Oct/2020,Sarawak,770
23-Oct/2020,Sarawak,772
24-Oct/2020,Sarawak,780
25-Oct/2020,Sarawak,796
26-Oct/2020,Sarawak,803
27-Oct/2020,Sarawak,819
28-Oct/2020,Sarawak,846
29-Oct/2020,Sarawak,856
30-Oct/2020,Sarawak,872
31-Oct/2020,Sarawak,881
1-Nov/2020,Sarawak,892
2-Nov/2020,Sarawak,906
3-Nov/2020,Sarawak,927
4-Nov/2020,Sarawak,936
5-Nov/2020,Sarawak,942
6-Nov/2020,Sarawak,960
7-Nov/2020,Sarawak,985
8-Nov/2020,Sarawak,987
9-Nov/2020,Sarawak,991
10-Nov/2020,Sarawak,997
11-Nov/2020,Sarawak,1011
12-Nov/2020,Sarawak,1019
13-Nov/2020,Sarawak,1032
14-Nov/2020,Sarawak,1036
15-Nov/2020,Sarawak,1040
16-Nov/2020,Sarawak,1041
17-Nov/2020,Sarawak,1042
18-Nov/2020,Sarawak,1045
19-Nov/2020,Sarawak,1053
20-Nov/2020,Sarawak,1055
21-Nov/2020,Sarawak,1055
22-Nov/2020,Sarawak,1055
23-Nov/2020,Sarawak,1055
24-Nov/2020,Sarawak,1056
25-Nov/2020,Sarawak,1058
26-Nov/2020,Sarawak,1062
27-Nov/2020,Sarawak,1062
28-Nov/2020,Sarawak,1062
29-Nov/2020,Sarawak,1062
30-Nov/2020,Sarawak,1064
25-Jan/2020,Selangor,3
28-Jan/2020,Selangor,4
30-Jan/2020,Selangor,4
3-Feb/2020,Selangor,5
5-Feb/2020,Selangor,5
6-Feb/2020,Selangor,5
7-Feb/2020,Selangor,5
8-Feb/2020,Selangor,6
9-Feb/2020,Selangor,7
13-Feb/2020,Selangor,7
14-Feb/2020,Selangor,7
15-Feb/2020,Selangor,8
27-Feb/2020,Selangor,8
28-Feb/2020,Selangor,9
1-Mar/2020,Selangor,12
3-Mar/2020,Selangor,17
13-Mar/2020,Selangor,87
14-Mar/2020,Selangor,92
16-Mar/2020,Selangor,144
17-Mar/2020,Selangor,161
18-Mar/2020,Selangor,192
19-Mar/2020,Selangor,223
20-Mar/2020,Selangor,263
21-Mar/2020,Selangor,292
22-Mar/2020,Selangor,309
23-Mar/2020,Selangor,354
24-Mar/2020,Selangor,381
25-Mar/2020,Selangor,435
26-Mar/2020,Selangor,510
27-Mar/2020,Selangor,546
28-Mar/2020,Selangor,579
29-Mar/2020,Selangor,612
30-Mar/2020,Selangor,672
31-Mar/2020,Selangor,704
1-Apr/2020,Selangor,726
2-Apr/2020,Selangor,800
3-Apr/2020,Selangor,863
4-Apr/2020,Selangor,890
5-Apr/2020,Selangor,943
6-Apr/2020,Selangor,970
7-Apr/2020,Selangor,1020
8-Apr/2020,Selangor,1078
9-Apr/2020,Selangor,1118
10-Apr/2020,Selangor,1148
11-Apr/2020,Selangor,1183
12-Apr/2020,Selangor,1236
13-Apr/2020,Selangor,1249
14-Apr/2020,Selangor,1299
15-Apr/2020,Selangor,1316
16-Apr/2020,Selangor,1329
17-Apr/2020,Selangor,1338
18-Apr/2020,Selangor,1340
19-Apr/2020,Selangor,1343
20-Apr/2020,Selangor,1345
21-Apr/2020,Selangor,1356
22-Apr/2020,Selangor,1357
23-Apr/2020,Selangor,1369
24-Apr/2020,Selangor,1387
25-Apr/2020,Selangor,1388
26-Apr/2020,Selangor,1394
27-Apr/2020,Selangor,1398
28-Apr/2020,Selangor,1403
29-Apr/2020,Selangor,1404
30-Apr/2020,Selangor,1431
1-May/2020,Selangor,1455
2-May/2020,Selangor,1518
3-May/2020,Selangor,1529
4-May/2020,Selangor,1550
5-May/2020,Selangor,1555
6-May/2020,Selangor,1564
7-May/2020,Selangor,1580
8-May/2020,Selangor,1586
9-May/2020,Selangor,1596
10-May/2020,Selangor,1604
11-May/2020,Selangor,1607
12-May/2020,Selangor,1610
13-May/2020,Selangor,1612
14-May/2020,Selangor,1613
15-May/2020,Selangor,1627
16-May/2020,Selangor,1628
17-May/2020,Selangor,1636
18-May/2020,Selangor,1644
19-May/2020,Selangor,1650
20-May/2020,Selangor,1665
21-May/2020,Selangor,1673
22-May/2020,Selangor,1693
23-May/2020,Selangor,1730
24-May/2020,Selangor,1776
25-May/2020,Selangor,1829
26-May/2020,Selangor,1838
27-May/2020,Selangor,1843
28-May/2020,Selangor,1845
29-May/2020,Selangor,1873
30-May/2020,Selangor,1878
31-May/2020,Selangor,1909
1-Jun/2020,Selangor,1920
2-Jun/2020,Selangor,1926
3-Jun/2020,Selangor,1928
4-Jun/2020,Selangor,1930
5-Jun/2020,Selangor,1939
6-Jun/2020,Selangor,1953
7-Jun/2020,Selangor,1965
8-Jun/2020,Selangor,1968
9-Jun/2020,Selangor,1971
10-Jun/2020,Selangor,1971
11-Jun/2020,Selangor,1974
12-Jun/2020,Selangor,1987
13-Jun/2020,Selangor,1994
14-Jun/2020,Selangor,1996
15-Jun/2020,Selangor,1998
16-Jun/2020,Selangor,1999
17-Jun/2020,Selangor,2004
18-Jun/2020,Selangor,2006
19-Jun/2020,Selangor,2009
20-Jun/2020,Selangor,2021
21-Jun/2020,Selangor,2025
22-Jun/2020,Selangor,2027
23-Jun/2020,Selangor,2027
24-Jun/2020,Selangor,2032
25-Jun/2020,Selangor,2034
26-Jun/2020,Selangor,2036
27-Jun/2020,Selangor,2039
28-Jun/2020,Selangor,2044
29-Jun/2020,Selangor,2046
30-Jun/2020,Selangor,2047
1-Jul/2020,Selangor,2048
2-Jul/2020,Selangor,2048
3-Jul/2020,Selangor,2051
4-Jul/2020,Selangor,2058
5-Jul/2020,Selangor,2060
6-Jul/2020,Selangor,2062
7-Jul/2020,Selangor,2065
8-Jul/2020,Selangor,2066
9-Jul/2020,Selangor,2070
10-Jul/2020,Selangor,2076
11-Jul/2020,Selangor,2079
12-Jul/2020,Selangor,2088
13-Jul/2020,Selangor,2092
14-Jul/2020,Selangor,2093
15-Jul/2020,Selangor,2094
16-Jul/2020,Selangor,2094
17-Jul/2020,Selangor,2098
18-Jul/2020,Selangor,2099
19-Jul/2020,Selangor,2103
20-Jul/2020,Selangor,2107
21-Jul/2020,Selangor,2109
22-Jul/2020,Selangor,2112
23-Jul/2020,Selangor,2112
24-Jul/2020,Selangor,2115
25-Jul/2020,Selangor,2118
26-Jul/2020,Selangor,2118
27-Jul/2020,Selangor,2119
28-Jul/2020,Selangor,2119
29-Jul/2020,Selangor,2121
30-Jul/2020,Selangor,2122
31-Jul/2020,Selangor,2123
1-Aug/2020,Selangor,2129
2-Aug/2020,Selangor,2130
3-Aug/2020,Selangor,2130
4-Aug/2020,Selangor,2130
5-Aug/2020,Selangor,2130
6-Aug/2020,Selangor,2130
7-Aug/2020,Selangor,2132
8-Aug/2020,Selangor,2133
9-Aug/2020,Selangor,2134
10-Aug/2020,Selangor,2138
11-Aug/2020,Selangor,2139
12-Aug/2020,Selangor,2139
13-Aug/2020,Selangor,2142
14-Aug/2020,Selangor,2144
15-Aug/2020,Selangor,2144
16-Aug/2020,Selangor,2149
17-Aug/2020,Selangor,2150
18-Aug/2020,Selangor,2150
19-Aug/2020,Selangor,2150
20-Aug/2020,Selangor,2151
21-Aug/2020,Selangor,2153
22-Aug/2020,Selangor,2153
23-Aug/2020,Selangor,2155
24-Aug/2020,Selangor,2155
25-Aug/2020,Selangor,2158
26-Aug/2020,Selangor,2159
27-Aug/2020,Selangor,2161
28-Aug/2020,Selangor,2164
29-Aug/2020,Selangor,2166
30-Aug/2020,Selangor,2167
31-Aug/2020,Selangor,2171
1-Sep/2020,Selangor,2174
2-Sep/2020,Selangor,2175
3-Sep/2020,Selangor,2175
4-Sep/2020,Selangor,2177
5-Sep/2020,Selangor,2177
6-Sep/2020,Selangor,2177
7-Sep/2020,Selangor,2179
8-Sep/2020,Selangor,2188
9-Sep/2020,Selangor,2189
10-Sep/2020,Selangor,2190
11-Sep/2020,Selangor,2191
12-Sep/2020,Selangor,2193
13-Sep/2020,Selangor,2194
14-Sep/2020,Selangor,2194
15-Sep/2020,Selangor,2199
16-Sep/2020,Selangor,2199
17-Sep/2020,Selangor,2202
18-Sep/2020,Selangor,2205
19-Sep/2020,Selangor,2206
20-Sep/2020,Selangor,2210
21-Sep/2020,Selangor,2214
22-Sep/2020,Selangor,2215
23-Sep/2020,Selangor,2217
24-Sep/2020,Selangor,2220
25-Sep/2020,Selangor,2222
26-Sep/2020,Selangor,2224
27-Sep/2020,Selangor,2235
28-Sep/2020,Selangor,2246
29-Sep/2020,Selangor,2261
30-Sep/2020,Selangor,2271
1-Oct/2020,Selangor,2284
2-Oct/2020,Selangor,2315
3-Oct/2020,Selangor,2347
4-Oct/2020,Selangor,2378
5-Oct/2020,Selangor,2412
6-Oct/2020,Selangor,2451
7-Oct/2020,Selangor,2471
8-Oct/2020,Selangor,2507
9-Oct/2020,Selangor,2531
10-Oct/2020,Selangor,2575
11-Oct/2020,Selangor,2601
12-Oct/2020,Selangor,2670
13-Oct/2020,Selangor,2746
14-Oct/2020,Selangor,2814
15-Oct/2020,Selangor,2964
16-Oct/2020,Selangor,3014
17-Oct/2020,Selangor,3173
18-Oct/2020,Selangor,3250
19-Oct/2020,Selangor,3357
20-Oct/2020,Selangor,3489
21-Oct/2020,Selangor,3605
22-Oct/2020,Selangor,3742
23-Oct/2020,Selangor,3804
24-Oct/2020,Selangor,3880
25-Oct/2020,Selangor,3968
26-Oct/2020,Selangor,4145
27-Oct/2020,Selangor,4271
28-Oct/2020,Selangor,4360
29-Oct/2020,Selangor,4495
30-Oct/2020,Selangor,4645
31-Oct/2020,Selangor,4700
1-Nov/2020,Selangor,4925
2-Nov/2020,Selangor,5054
3-Nov/2020,Selangor,5179
4-Nov/2020,Selangor,5410
5-Nov/2020,Selangor,5590
6-Nov/2020,Selangor,5754
7-Nov/2020,Selangor,6001
8-Nov/2020,Selangor,6149
9-Nov/2020,Selangor,6287
10-Nov/2020,Selangor,6523
11-Nov/2020,Selangor,6701
12-Nov/2020,Selangor,6875
13-Nov/2020,Selangor,7239
14-Nov/2020,Selangor,7439
15-Nov/2020,Selangor,7624
16-Nov/2020,Selangor,7775
17-Nov/2020,Selangor,8046
18-Nov/2020,Selangor,8187
19-Nov/2020,Selangor,8594
20-Nov/2020,Selangor,8747
21-Nov/2020,Selangor,9149
22-Nov/2020,Selangor,9752
23-Nov/2020,Selangor,10955
24-Nov/2020,Selangor,12578
25-Nov/2020,Selangor,12693
26-Nov/2020,Selangor,12854
27-Nov/2020,Selangor,13029
28-Nov/2020,Selangor,13295
29-Nov/2020,Selangor,13533
30-Nov/2020,Selangor,13935
25-Jan/2020,Terengganu,0
28-Jan/2020,Terengganu,0
30-Jan/2020,Terengganu,0
3-Feb/2020,Terengganu,0
5-Feb/2020,Terengganu,0
6-Feb/2020,Terengganu,0
7-Feb/2020,Terengganu,0
8-Feb/2020,Terengganu,0
9-Feb/2020,Terengganu,0
13-Feb/2020,Terengganu,0
14-Feb/2020,Terengganu,0
15-Feb/2020,Terengganu,0
27-Feb/2020,Terengganu,0
28-Feb/2020,Terengganu,0
1-Mar/2020,Terengganu,0
3-Mar/2020,Terengganu,0
13-Mar/2020,Terengganu,0
14-Mar/2020,Terengganu,0
16-Mar/2020,Terengganu,4
17-Mar/2020,Terengganu,7
18-Mar/2020,Terengganu,10
19-Mar/2020,Terengganu,11
20-Mar/2020,Terengganu,20
21-Mar/2020,Terengganu,27
22-Mar/2020,Terengganu,32
23-Mar/2020,Terengganu,38
24-Mar/2020,Terengganu,38
25-Mar/2020,Terengganu,38
26-Mar/2020,Terengganu,39
27-Mar/2020,Terengganu,41
28-Mar/2020,Terengganu,45
29-Mar/2020,Terengganu,47
30-Mar/2020,Terengganu,47
31-Mar/2020,Terengganu,47
1-Apr/2020,Terengganu,48
2-Apr/2020,Terengganu,50
3-Apr/2020,Terengganu,68
4-Apr/2020,Terengganu,74
5-Apr/2020,Terengganu,84
6-Apr/2020,Terengganu,90
7-Apr/2020,Terengganu,90
8-Apr/2020,Terengganu,93
9-Apr/2020,Terengganu,98
10-Apr/2020,Terengganu,101
11-Apr/2020,Terengganu,102
12-Apr/2020,Terengganu,102
13-Apr/2020,Terengganu,106
14-Apr/2020,Terengganu,106
15-Apr/2020,Terengganu,106
16-Apr/2020,Terengganu,108
17-Apr/2020,Terengganu,108
18-Apr/2020,Terengganu,109
19-Apr/2020,Terengganu,109
20-Apr/2020,Terengganu,109
21-Apr/2020,Terengganu,109
22-Apr/2020,Terengganu,109
23-Apr/2020,Terengganu,110
24-Apr/2020,Terengganu,110
25-Apr/2020,Terengganu,110
26-Apr/2020,Terengganu,110
27-Apr/2020,Terengganu,110
28-Apr/2020,Terengganu,110
29-Apr/2020,Terengganu,110
30-Apr/2020,Terengganu,110
1-May/2020,Terengganu,110
2-May/2020,Terengganu,110
3-May/2020,Terengganu,110
4-May/2020,Terengganu,110
5-May/2020,Terengganu,110
6-May/2020,Terengganu,110
7-May/2020,Terengganu,110
8-May/2020,Terengganu,110
9-May/2020,Terengganu,110
10-May/2020,Terengganu,110
11-May/2020,Terengganu,110
12-May/2020,Terengganu,110
13-May/2020,Terengganu,110
14-May/2020,Terengganu,110
15-May/2020,Terengganu,110
16-May/2020,Terengganu,110
17-May/2020,Terengganu,110
18-May/2020,Terengganu,110
19-May/2020,Terengganu,110
20-May/2020,Terengganu,111
21-May/2020,Terengganu,111
22-May/2020,Terengganu,111
23-May/2020,Terengganu,111
24-May/2020,Terengganu,111
25-May/2020,Terengganu,111
26-May/2020,Terengganu,111
27-May/2020,Terengganu,111
28-May/2020,Terengganu,111
29-May/2020,Terengganu,111
30-May/2020,Terengganu,111
31-May/2020,Terengganu,111
1-Jun/2020,Terengganu,111
2-Jun/2020,Terengganu,111
3-Jun/2020,Terengganu,111
4-Jun/2020,Terengganu,111
5-Jun/2020,Terengganu,111
6-Jun/2020,Terengganu,111
7-Jun/2020,Terengganu,111
8-Jun/2020,Terengganu,111
9-Jun/2020,Terengganu,111
10-Jun/2020,Terengganu,111
11-Jun/2020,Terengganu,111
12-Jun/2020,Terengganu,111
13-Jun/2020,Terengganu,111
14-Jun/2020,Terengganu,111
15-Jun/2020,Terengganu,111
16-Jun/2020,Terengganu,111
17-Jun/2020,Terengganu,111
18-Jun/2020,Terengganu,111
19-Jun/2020,Terengganu,111
20-Jun/2020,Terengganu,111
21-Jun/2020,Terengganu,111
22-Jun/2020,Terengganu,111
23-Jun/2020,Terengganu,111
24-Jun/2020,Terengganu,111
25-Jun/2020,Terengganu,111
26-Jun/2020,Terengganu,111
27-Jun/2020,Terengganu,111
28-Jun/2020,Terengganu,111
29-Jun/2020,Terengganu,111
30-Jun/2020,Terengganu,111
1-Jul/2020,Terengganu,111
2-Jul/2020,Terengganu,111
3-Jul/2020,Terengganu,111
4-Jul/2020,Terengganu,111
5-Jul/2020,Terengganu,111
6-Jul/2020,Terengganu,111
7-Jul/2020,Terengganu,111
8-Jul/2020,Terengganu,111
9-Jul/2020,Terengganu,111
10-Jul/2020,Terengganu,111
11-Jul/2020,Terengganu,111
12-Jul/2020,Terengganu,111
13-Jul/2020,Terengganu,111
14-Jul/2020,Terengganu,111
15-Jul/2020,Terengganu,111
16-Jul/2020,Terengganu,112
17-Jul/2020,Terengganu,114
18-Jul/2020,Terengganu,114
19-Jul/2020,Terengganu,114
20-Jul/2020,Terengganu,114
21-Jul/2020,Terengganu,114
22-Jul/2020,Terengganu,114
23-Jul/2020,Terengganu,114
24-Jul/2020,Terengganu,114
25-Jul/2020,Terengganu,114
26-Jul/2020,Terengganu,114
27-Jul/2020,Terengganu,114
28-Jul/2020,Terengganu,114
29-Jul/2020,Terengganu,114
30-Jul/2020,Terengganu,114
31-Jul/2020,Terengganu,114
1-Aug/2020,Terengganu,114
2-Aug/2020,Terengganu,114
3-Aug/2020,Terengganu,114
4-Aug/2020,Terengganu,114
5-Aug/2020,Terengganu,114
6-Aug/2020,Terengganu,114
7-Aug/2020,Terengganu,114
8-Aug/2020,Terengganu,114
9-Aug/2020,Terengganu,114
10-Aug/2020,Terengganu,114
11-Aug/2020,Terengganu,114
12-Aug/2020,Terengganu,114
13-Aug/2020,Terengganu,114
14-Aug/2020,Terengganu,114
15-Aug/2020,Terengganu,114
16-Aug/2020,Terengganu,114
17-Aug/2020,Terengganu,114
18-Aug/2020,Terengganu,114
19-Aug/2020,Terengganu,114
20-Aug/2020,Terengganu,114
21-Aug/2020,Terengganu,114
22-Aug/2020,Terengganu,114
23-Aug/2020,Terengganu,114
24-Aug/2020,Terengganu,114
25-Aug/2020,Terengganu,114
26-Aug/2020,Terengganu,114
27-Aug/2020,Terengganu,114
28-Aug/2020,Terengganu,114
29-Aug/2020,Terengganu,114
30-Aug/2020,Terengganu,114
31-Aug/2020,Terengganu,114
1-Sep/2020,Terengganu,114
2-Sep/2020,Terengganu,114
3-Sep/2020,Terengganu,114
4-Sep/2020,Terengganu,114
5-Sep/2020,Terengganu,114
6-Sep/2020,Terengganu,114
7-Sep/2020,Terengganu,114
8-Sep/2020,Terengganu,114
9-Sep/2020,Terengganu,114
10-Sep/2020,Terengganu,114
11-Sep/2020,Terengganu,114
12-Sep/2020,Terengganu,114
13-Sep/2020,Terengganu,114
14-Sep/2020,Terengganu,114
15-Sep/2020,Terengganu,114
16-Sep/2020,Terengganu,114
17-Sep/2020,Terengganu,114
18-Sep/2020,Terengganu,114
19-Sep/2020,Terengganu,114
20-Sep/2020,Terengganu,114
21-Sep/2020,Terengganu,114
22-Sep/2020,Terengganu,114
23-Sep/2020,Terengganu,114
24-Sep/2020,Terengganu,114
25-Sep/2020,Terengganu,114
26-Sep/2020,Terengganu,116
27-Sep/2020,Terengganu,116
28-Sep/2020,Terengganu,117
29-Sep/2020,Terengganu,117
30-Sep/2020,Terengganu,120
1-Oct/2020,Terengganu,122
2-Oct/2020,Terengganu,125
3-Oct/2020,Terengganu,134
4-Oct/2020,Terengganu,134
5-Oct/2020,Terengganu,139
6-Oct/2020,Terengganu,140
7-Oct/2020,Terengganu,144
8-Oct/2020,Terengganu,149
9-Oct/2020,Terengganu,154
10-Oct/2020,Terengganu,154
11-Oct/2020,Terengganu,157
12-Oct/2020,Terengganu,157
13-Oct/2020,Terengganu,157
14-Oct/2020,Terengganu,157
15-Oct/2020,Terengganu,157
16-Oct/2020,Terengganu,157
17-Oct/2020,Terengganu,160
18-Oct/2020,Terengganu,162
19-Oct/2020,Terengganu,163
20-Oct/2020,Terengganu,163
21-Oct/2020,Terengganu,163
22-Oct/2020,Terengganu,164
23-Oct/2020,Terengganu,166
24-Oct/2020,Terengganu,166
25-Oct/2020,Terengganu,173
26-Oct/2020,Terengganu,176
27-Oct/2020,Terengganu,180
28-Oct/2020,Terengganu,191
29-Oct/2020,Terengganu,192
30-Oct/2020,Terengganu,192
31-Oct/2020,Terengganu,194
1-Nov/2020,Terengganu,209
2-Nov/2020,Terengganu,209
3-Nov/2020,Terengganu,210
4-Nov/2020,Terengganu,213
5-Nov/2020,Terengganu,213
6-Nov/2020,Terengganu,221
7-Nov/2020,Terengganu,224
8-Nov/2020,Terengganu,225
9-Nov/2020,Terengganu,225
10-Nov/2020,Terengganu,225
11-Nov/2020,Terengganu,225
12-Nov/2020,Terengganu,225
13-Nov/2020,Terengganu,225
14-Nov/2020,Terengganu,225
15-Nov/2020,Terengganu,225
16-Nov/2020,Terengganu,229
17-Nov/2020,Terengganu,230
18-Nov/2020,Terengganu,230
19-Nov/2020,Terengganu,230
20-Nov/2020,Terengganu,234
21-Nov/2020,Terengganu,234
22-Nov/2020,Terengganu,234
23-Nov/2020,Terengganu,234
24-Nov/2020,Terengganu,234
25-Nov/2020,Terengganu,235
26-Nov/2020,Terengganu,236
27-Nov/2020,Terengganu,236
28-Nov/2020,Terengganu,236
29-Nov/2020,Terengganu,237
30-Nov/2020,Terengganu,237
25-Jan/2020,Kuala Lumpur,0
28-Jan/2020,Kuala Lumpur,0
30-Jan/2020,Kuala Lumpur,0
3-Feb/2020,Kuala Lumpur,1
5-Feb/2020,Kuala Lumpur,2
6-Feb/2020,Kuala Lumpur,2
7-Feb/2020,Kuala Lumpur,3
8-Feb/2020,Kuala Lumpur,3
9-Feb/2020,Kuala Lumpur,3
13-Feb/2020,Kuala Lumpur,4
14-Feb/2020,Kuala Lumpur,4
15-Feb/2020,Kuala Lumpur,4
27-Feb/2020,Kuala Lumpur,5
28-Feb/2020,Kuala Lumpur,6
1-Mar/2020,Kuala Lumpur,7
3-Mar/2020,Kuala Lumpur,9
13-Mar/2020,Kuala Lumpur,40
14-Mar/2020,Kuala Lumpur,43
16-Mar/2020,Kuala Lumpur,106
17-Mar/2020,Kuala Lumpur,113
18-Mar/2020,Kuala Lumpur,119
19-Mar/2020,Kuala Lumpur,123
20-Mar/2020,Kuala Lumpur,139
21-Mar/2020,Kuala Lumpur,166
22-Mar/2020,Kuala Lumpur,183
23-Mar/2020,Kuala Lumpur,242
24-Mar/2020,Kuala Lumpur,257
25-Mar/2020,Kuala Lumpur,270
26-Mar/2020,Kuala Lumpur,321
27-Mar/2020,Kuala Lumpur,337
28-Mar/2020,Kuala Lumpur,344
29-Mar/2020,Kuala Lumpur,372
30-Mar/2020,Kuala Lumpur,396
31-Mar/2020,Kuala Lumpur,430
1-Apr/2020,Kuala Lumpur,455
2-Apr/2020,Kuala Lumpur,488
3-Apr/2020,Kuala Lumpur,543
4-Apr/2020,Kuala Lumpur,595
5-Apr/2020,Kuala Lumpur,622
6-Apr/2020,Kuala Lumpur,640
